,TID,DATA_SET,STATION,GEAR_MODEL,DATE_,Year,Month,Day,D.N,HEURE,Region,LONGITUDE,LATITUDE,ZMin,ZMax,Zstation,Z_habitat,TAXON,STADE,Ind.m3,ind.m2,ID,total_abund,cum_abund,pcum,percZ_stn,lInd.m3
674,00-10-07_43.91_-62.88_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,00-10-07,2000,10,7,D,1325,WSS,-62.88,43.91,0.1,17.8,259.2,Basins_100-325m,Cfin,CV,22.88135593,405,00-10-07_43.91_-62.88,40058,405,0.01011034,0.06867284,3.173098068
675,00-10-07_43.91_-62.88_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,00-10-07,2000,10,7,D,1325,WSS,-62.88,43.91,17.8,30.4,259.2,Basins_100-325m,Cfin,CV,29.52380952,372,00-10-07_43.91_-62.88,40058,777,0.019396875,0.117283951,3.418507019
676,00-10-07_43.91_-62.88_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,00-10-07,2000,10,7,D,1325,WSS,-62.88,43.91,30.4,49.8,259.2,Basins_100-325m,Cfin,CV,11.80412371,229,00-10-07_43.91_-62.88,40058,1006,0.025113585,0.19212963,2.549767284
677,00-10-07_43.91_-62.88_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,00-10-07,2000,10,7,D,1325,WSS,-62.88,43.91,49.8,99.6,259.2,Basins_100-325m,Cfin,CV,8.052208835,401,00-10-07_43.91_-62.88,40058,1407,0.03512407,0.384259259,2.203008798
678,00-10-07_43.91_-62.88_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,00-10-07,2000,10,7,D,1325,WSS,-62.88,43.91,99.6,150.5,259.2,Basins_100-325m,Cfin,CV,97.58349705,4967,00-10-07_43.91_-62.88,40058,6374,0.159119277,0.580632716,4.590903875
679,00-10-07_43.91_-62.88_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,00-10-07,2000,10,7,D,1325,WSS,-62.88,43.91,150.5,188.9,259.2,Basins_100-325m,Cfin,CV,270.7552083,10397,00-10-07_43.91_-62.88,40058,16771,0.418667931,0.728780864,5.604901692
680,00-10-07_43.91_-62.88_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,00-10-07,2000,10,7,D,1325,WSS,-62.88,43.91,188.9,218.7,259.2,Basins_100-325m,Cfin,CV,376.3422819,11215,00-10-07_43.91_-62.88,40058,27986,0.698636976,0.84375,5.933152685
681,00-10-07_43.91_-62.88_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,00-10-07,2000,10,7,D,1325,WSS,-62.88,43.91,218.7,240.8,259.2,Basins_100-325m,Cfin,CV,472.5339367,10443,00-10-07_43.91_-62.88,40058,38429,0.959333966,0.929012346,6.160223582
682,00-10-07_43.91_-62.88_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,00-10-07,2000,10,7,D,1325,WSS,-62.88,43.91,240.8,257.5,259.2,Basins_100-325m,Cfin,CV,97.54491018,1629,00-10-07_43.91_-62.88,40058,40058,1,0.993441358,4.590512385
683,00-10-09_44.24_-59.58_Cfin_CV,SS_CALSPP,GULDD1,BIONESS 0.5m,00-10-09,2000,10,9,D,1655,ESS,-59.58,44.24,15.3,36.2,211.9,Basins_100-325m,Cfin,CV,0,0,00-10-09_44.24_-59.58,993,0,0,0.1708353,0
684,00-10-09_44.24_-59.58_Cfin_CV,SS_CALSPP,GULDD1,BIONESS 0.5m,00-10-09,2000,10,9,D,1655,ESS,-59.58,44.24,99.7,139.8,211.9,Basins_100-325m,Cfin,CV,2.394014963,96,00-10-09_44.24_-59.58,993,96,0.096676737,0.659745163,1.222013575
685,00-10-09_44.24_-59.58_Cfin_CV,SS_CALSPP,GULDD1,BIONESS 0.5m,00-10-09,2000,10,9,D,1655,ESS,-59.58,44.24,139.8,159.8,211.9,Basins_100-325m,Cfin,CV,0,0,00-10-09_44.24_-59.58,993,96,0.096676737,0.754129306,0
686,00-10-09_44.24_-59.58_Cfin_CV,SS_CALSPP,GULDD1,BIONESS 0.5m,00-10-09,2000,10,9,D,1655,ESS,-59.58,44.24,159.8,177.5,211.9,Basins_100-325m,Cfin,CV,9.830508475,174,00-10-09_44.24_-59.58,993,270,0.271903323,0.837659273,2.38236701
687,00-10-09_44.24_-59.58_Cfin_CV,SS_CALSPP,GULDD1,BIONESS 0.5m,00-10-09,2000,10,9,D,1655,ESS,-59.58,44.24,177.5,195.8,211.9,Basins_100-325m,Cfin,CV,39.50819672,723,00-10-09_44.24_-59.58,993,993,1,0.924020765,3.701504342
688,00-10-10_43.99_-59.01_Cfin_CV,SS_CALSPP,GULDD3,BIONESS 0.5m,00-10-10,2000,10,10,N,2221,ESS,-59.01,43.99,0.3,30.4,703,Slope_325-750m,Cfin,CV,0,0,00-10-10_43.99_-59.01,3960,0,0,0.043243243,0
689,00-10-10_43.99_-59.01_Cfin_CV,SS_CALSPP,GULDD3,BIONESS 0.5m,00-10-10,2000,10,10,N,2221,ESS,-59.01,43.99,30.4,75.6,703,Slope_325-750m,Cfin,CV,2.632743363,119,00-10-10_43.99_-59.01,3960,119,0.030050505,0.107539118,1.28998811
690,00-10-10_43.99_-59.01_Cfin_CV,SS_CALSPP,GULDD3,BIONESS 0.5m,00-10-10,2000,10,10,N,2221,ESS,-59.01,43.99,75.6,125.7,703,Slope_325-750m,Cfin,CV,0.678642715,34,00-10-10_43.99_-59.01,3960,153,0.038636364,0.178805121,0.517985559
691,00-10-10_43.99_-59.01_Cfin_CV,SS_CALSPP,GULDD3,BIONESS 0.5m,00-10-10,2000,10,10,N,2221,ESS,-59.01,43.99,125.7,200.5,703,Slope_325-750m,Cfin,CV,0.267379679,20,00-10-10_43.99_-59.01,3960,173,0.043686869,0.285206259,0.236951524
692,00-10-10_43.99_-59.01_Cfin_CV,SS_CALSPP,GULDD3,BIONESS 0.5m,00-10-10,2000,10,10,N,2221,ESS,-59.01,43.99,200.5,273.4,703,Slope_325-750m,Cfin,CV,0.823045267,60,00-10-10_43.99_-59.01,3960,233,0.058838384,0.388904694,0.600508327
693,00-10-10_43.99_-59.01_Cfin_CV,SS_CALSPP,GULDD3,BIONESS 0.5m,00-10-10,2000,10,10,N,2221,ESS,-59.01,43.99,273.4,350.1,703,Slope_325-750m,Cfin,CV,11.72099087,899,00-10-10_43.99_-59.01,3960,1132,0.285858586,0.498008535,2.543253454
694,00-10-10_43.99_-59.01_Cfin_CV,SS_CALSPP,GULDD3,BIONESS 0.5m,00-10-10,2000,10,10,N,2221,ESS,-59.01,43.99,350.1,424.7,703,Slope_325-750m,Cfin,CV,8.190348525,611,00-10-10_43.99_-59.01,3960,1743,0.440151515,0.604125178,2.21815386
695,00-10-10_43.99_-59.01_Cfin_CV,SS_CALSPP,GULDD3,BIONESS 0.5m,00-10-10,2000,10,10,N,2221,ESS,-59.01,43.99,424.7,474.2,703,Slope_325-750m,Cfin,CV,31.49494949,1559,00-10-10_43.99_-59.01,3960,3302,0.833838384,0.674537696,3.481084677
696,00-10-10_43.99_-59.01_Cfin_CV,SS_CALSPP,GULDD3,BIONESS 0.5m,00-10-10,2000,10,10,N,2221,ESS,-59.01,43.99,474.2,527.1,703,Slope_325-750m,Cfin,CV,12.43856333,658,00-10-10_43.99_-59.01,3960,3960,1,0.749786629,2.598128434
697,00-10-10_44.15_-59.25_Cfin_CV,SS_CALSPP,not assigned,BIONESS 0.5m,00-10-10,2000,10,10,N,2016,ESS,-59.25,44.15,0.5,24.7,292.4,Basins_100-325m,Cfin,CV,4.669421488,113,00-10-10_44.15_-59.25,2318,113,0.048748921,0.084473324,1.735087082
698,00-10-10_44.15_-59.25_Cfin_CV,SS_CALSPP,not assigned,BIONESS 0.5m,00-10-10,2000,10,10,N,2016,ESS,-59.25,44.15,24.7,50.1,292.4,Basins_100-325m,Cfin,CV,5.236220472,133,00-10-10_44.15_-59.25,2318,246,0.106125971,0.171340629,1.830374305
699,00-10-10_44.15_-59.25_Cfin_CV,SS_CALSPP,not assigned,BIONESS 0.5m,00-10-10,2000,10,10,N,2016,ESS,-59.25,44.15,50.1,75.1,292.4,Basins_100-325m,Cfin,CV,15.88,397,00-10-10_44.15_-59.25,2318,643,0.277394305,0.256839945,2.826129489
700,00-10-10_44.15_-59.25_Cfin_CV,SS_CALSPP,not assigned,BIONESS 0.5m,00-10-10,2000,10,10,N,2016,ESS,-59.25,44.15,75.1,100.9,292.4,Basins_100-325m,Cfin,CV,1.782945736,46,00-10-10_44.15_-59.25,2318,689,0.297238999,0.345075239,1.023509984
701,00-10-10_44.15_-59.25_Cfin_CV,SS_CALSPP,not assigned,BIONESS 0.5m,00-10-10,2000,10,10,N,2016,ESS,-59.25,44.15,100.9,146.9,292.4,Basins_100-325m,Cfin,CV,0,0,00-10-10_44.15_-59.25,2318,689,0.297238999,0.502393981,0
702,00-10-10_44.15_-59.25_Cfin_CV,SS_CALSPP,not assigned,BIONESS 0.5m,00-10-10,2000,10,10,N,2016,ESS,-59.25,44.15,146.9,209.8,292.4,Basins_100-325m,Cfin,CV,2.00317965,126,00-10-10_44.15_-59.25,2318,815,0.351596204,0.71751026,1.099671611
703,00-10-10_44.15_-59.25_Cfin_CV,SS_CALSPP,not assigned,BIONESS 0.5m,00-10-10,2000,10,10,N,2016,ESS,-59.25,44.15,209.8,235.6,292.4,Basins_100-325m,Cfin,CV,9.496124031,245,00-10-10_44.15_-59.25,2318,1060,0.457290768,0.805745554,2.351006049
704,00-10-10_44.15_-59.25_Cfin_CV,SS_CALSPP,not assigned,BIONESS 0.5m,00-10-10,2000,10,10,N,2016,ESS,-59.25,44.15,235.6,259.4,292.4,Basins_100-325m,Cfin,CV,33.52941176,798,00-10-10_44.15_-59.25,2318,1858,0.801553063,0.887140903,3.541811476
705,00-10-10_44.15_-59.25_Cfin_CV,SS_CALSPP,not assigned,BIONESS 0.5m,00-10-10,2000,10,10,N,2016,ESS,-59.25,44.15,259.4,289.2,292.4,Basins_100-325m,Cfin,CV,15.43624161,460,00-10-10_44.15_-59.25,2318,2318,1,0.989056088,2.799488751
706,00-10-11_44.12_-58.18_Cfin_CV,SS_CALSPP,LL7,HydroBIOS,00-10-11,2000,10,11,D,1825,ESS,-58.18,44.12,100,250,891.6,Oceanic_>750m,Cfin,CV,10.66666667,1600,00-10-11_44.12_-58.18,1600,1600,1,0.280394796,2.456735773
707,00-10-13_47.26_-59.74_Cfin_CV,SS_CALSPP,CSL4,BIONESS 0.5m,00-10-13,2000,10,13,D,1403,ESS,-59.74,47.26,1.2,99,454.2,Slope_325-750m,Cfin,CV,16.8609407,1649,00-10-13_47.26_-59.74,12835,1649,0.128476821,0.217965654,2.882616245
708,00-10-13_47.26_-59.74_Cfin_CV,SS_CALSPP,CSL4,BIONESS 0.5m,00-10-13,2000,10,13,D,1403,ESS,-59.74,47.26,99,200.1,454.2,Slope_325-750m,Cfin,CV,34.03560831,3441,00-10-13_47.26_-59.74,12835,5090,0.396571874,0.440554822,3.556364925
709,00-10-13_47.26_-59.74_Cfin_CV,SS_CALSPP,CSL4,BIONESS 0.5m,00-10-13,2000,10,13,D,1403,ESS,-59.74,47.26,200.1,300.9,454.2,Slope_325-750m,Cfin,CV,51.93452381,5235,00-10-13_47.26_-59.74,12835,10325,0.804440982,0.662483487,3.96905575
710,00-10-13_47.26_-59.74_Cfin_CV,SS_CALSPP,CSL4,BIONESS 0.5m,00-10-13,2000,10,13,D,1403,ESS,-59.74,47.26,300.9,349.5,454.2,Slope_325-750m,Cfin,CV,30.82304527,1498,00-10-13_47.26_-59.74,12835,11823,0.921153097,0.769484808,3.460190721
711,00-10-13_47.26_-59.74_Cfin_CV,SS_CALSPP,CSL4,BIONESS 0.5m,00-10-13,2000,10,13,D,1403,ESS,-59.74,47.26,349.5,375.7,454.2,Slope_325-750m,Cfin,CV,16.45038168,431,00-10-13_47.26_-59.74,12835,12254,0.954733152,0.827168648,2.859361521
712,00-10-13_47.26_-59.74_Cfin_CV,SS_CALSPP,CSL4,BIONESS 0.5m,00-10-13,2000,10,13,D,1403,ESS,-59.74,47.26,375.7,399.9,454.2,Slope_325-750m,Cfin,CV,14.58677686,353,00-10-13_47.26_-59.74,12835,12607,0.982236073,0.880449141,2.746422918
713,00-10-13_47.26_-59.74_Cfin_CV,SS_CALSPP,CSL4,BIONESS 0.5m,00-10-13,2000,10,13,D,1403,ESS,-59.74,47.26,399.9,424.6,454.2,Slope_325-750m,Cfin,CV,5.101214575,126,00-10-13_47.26_-59.74,12835,12733,0.99205298,0.934830471,1.808487862
714,00-10-13_47.26_-59.74_Cfin_CV,SS_CALSPP,CSL4,BIONESS 0.5m,00-10-13,2000,10,13,D,1403,ESS,-59.74,47.26,424.6,449.3,454.2,Slope_325-750m,Cfin,CV,4.129554656,102,00-10-13_47.26_-59.74,12835,12835,1,0.989211801,1.635018844
715,00-10-14_45.96_-57.59_Cfin_CV,SS_CALSPP,LC4,BIONESS 0.5m,00-10-14,2000,10,14,D,1626,ESS,-57.59,45.96,0.6,98.9,473.3,Slope_325-750m,Cfin,CV,10.80366226,1062,00-10-14_45.96_-57.59,14932,1062,0.071122422,0.208958377,2.468409844
716,00-10-14_45.96_-57.59_Cfin_CV,SS_CALSPP,LC4,BIONESS 0.5m,00-10-14,2000,10,14,D,1626,ESS,-57.59,45.96,98.9,199.9,473.3,Slope_325-750m,Cfin,CV,30.73267327,3104,00-10-14_45.96_-57.59,14932,4166,0.278998125,0.422353687,3.457346853
717,00-10-14_45.96_-57.59_Cfin_CV,SS_CALSPP,LC4,BIONESS 0.5m,00-10-14,2000,10,14,D,1626,ESS,-57.59,45.96,199.9,300.1,473.3,Slope_325-750m,Cfin,CV,67.0259481,6716,00-10-14_45.96_-57.59,14932,10882,0.728770426,0.634058737,4.219889222
718,00-10-14_45.96_-57.59_Cfin_CV,SS_CALSPP,LC4,BIONESS 0.5m,00-10-14,2000,10,14,D,1626,ESS,-57.59,45.96,300.1,345.2,473.3,Slope_325-750m,Cfin,CV,29.64523282,1337,00-10-14_45.96_-57.59,14932,12219,0.818309671,0.729347137,3.422477114
719,00-10-14_45.96_-57.59_Cfin_CV,SS_CALSPP,LC4,BIONESS 0.5m,00-10-14,2000,10,14,D,1626,ESS,-57.59,45.96,345.2,370.8,473.3,Slope_325-750m,Cfin,CV,37.5390625,961,00-10-14_45.96_-57.59,14932,13180,0.882668095,0.783435453,3.651672337
720,00-10-14_45.96_-57.59_Cfin_CV,SS_CALSPP,LC4,BIONESS 0.5m,00-10-14,2000,10,14,D,1626,ESS,-57.59,45.96,370.8,400.9,473.3,Slope_325-750m,Cfin,CV,38.40531561,1156,00-10-14_45.96_-57.59,14932,14336,0.960085722,0.847031481,3.673900721
721,00-10-14_45.96_-57.59_Cfin_CV,SS_CALSPP,LC4,BIONESS 0.5m,00-10-14,2000,10,14,D,1626,ESS,-57.59,45.96,400.9,424.6,473.3,Slope_325-750m,Cfin,CV,0.506329114,12,00-10-14_45.96_-57.59,14932,14348,0.960889365,0.89710543,0.409675641
722,00-10-14_45.96_-57.59_Cfin_CV,SS_CALSPP,LC4,BIONESS 0.5m,00-10-14,2000,10,14,D,1626,ESS,-57.59,45.96,424.6,450.6,473.3,Slope_325-750m,Cfin,CV,7.615384615,198,00-10-14_45.96_-57.59,14932,14546,0.974149478,0.952038876,2.153549514
723,00-10-14_45.96_-57.59_Cfin_CV,SS_CALSPP,LC4,BIONESS 0.5m,00-10-14,2000,10,14,D,1626,ESS,-57.59,45.96,450.6,473.3,473.3,Slope_325-750m,Cfin,CV,17.00440529,386,00-10-14_45.96_-57.59,14932,14932,1,1,2.890616466
724,00-10-15_43.78_-58.89_Cfin_CV,SS_CALSPP,GULDD4,BIONESS 0.5m,00-10-15,2000,10,15,D,925,ESS,-58.89,43.78,59.5,120.4,2206.3,Oceanic_>750m,Cfin,CV,0.771756979,47,00-10-15_43.78_-58.89,1941,47,0.024214323,0.054571001,0.571971698
725,00-10-15_43.78_-58.89_Cfin_CV,SS_CALSPP,GULDD4,BIONESS 0.5m,00-10-15,2000,10,15,D,925,ESS,-58.89,43.78,120.4,220.3,2206.3,Oceanic_>750m,Cfin,CV,0,0,00-10-15_43.78_-58.89,1941,47,0.024214323,0.099850428,0
726,00-10-15_43.78_-58.89_Cfin_CV,SS_CALSPP,GULDD4,BIONESS 0.5m,00-10-15,2000,10,15,D,925,ESS,-58.89,43.78,220.3,249.9,2206.3,Oceanic_>750m,Cfin,CV,0.304054054,9,00-10-15_43.78_-58.89,1941,56,0.028851108,0.113266555,0.265477915
727,00-10-15_43.78_-58.89_Cfin_CV,SS_CALSPP,GULDD4,BIONESS 0.5m,00-10-15,2000,10,15,D,925,ESS,-58.89,43.78,249.9,317.1,2206.3,Oceanic_>750m,Cfin,CV,1.041666667,70,00-10-15_43.78_-58.89,1941,126,0.064914992,0.143724788,0.713766468
728,00-10-15_43.78_-58.89_Cfin_CV,SS_CALSPP,GULDD4,BIONESS 0.5m,00-10-15,2000,10,15,D,925,ESS,-58.89,43.78,317.1,390.9,2206.3,Oceanic_>750m,Cfin,CV,4.200542005,310,00-10-15_43.78_-58.89,1941,436,0.224626481,0.177174455,1.648762852
729,00-10-15_43.78_-58.89_Cfin_CV,SS_CALSPP,GULDD4,BIONESS 0.5m,00-10-15,2000,10,15,D,925,ESS,-58.89,43.78,390.9,449.6,2206.3,Oceanic_>750m,Cfin,CV,17.22316865,1011,00-10-15_43.78_-58.89,1941,1447,0.745492014,0.203780084,2.902693787
730,00-10-15_43.78_-58.89_Cfin_CV,SS_CALSPP,GULDD4,BIONESS 0.5m,00-10-15,2000,10,15,D,925,ESS,-58.89,43.78,449.6,498.2,2206.3,Oceanic_>750m,Cfin,CV,6.563786008,319,00-10-15_43.78_-58.89,1941,1766,0.909840289,0.225807914,2.02337186
731,00-10-15_43.78_-58.89_Cfin_CV,SS_CALSPP,GULDD4,BIONESS 0.5m,00-10-15,2000,10,15,D,925,ESS,-58.89,43.78,498.2,578,2206.3,Oceanic_>750m,Cfin,CV,2.192982456,175,00-10-15_43.78_-58.89,1941,1941,1,0.261977066,1.160955419
732,01-05-02_43.25_-65.04_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/05/2002,2001,5,2,D,1112,WSS,-65.04,43.25,1,15,164.6,Basins_100-325m,Cfin,CV,375,5250,01-05-02_43.25_-65.04,22588,5250,0.232424296,0.091130012,5.929589143
733,01-05-02_43.25_-65.04_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/05/2002,2001,5,2,D,1112,WSS,-65.04,43.25,15,30,164.6,Basins_100-325m,Cfin,CV,432.3333333,6485,01-05-02_43.25_-65.04,22588,11735,0.519523641,0.182260024,6.071507255
734,01-05-02_43.25_-65.04_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/05/2002,2001,5,2,D,1112,WSS,-65.04,43.25,30,45,164.6,Basins_100-325m,Cfin,CV,109.1333333,1637,01-05-02_43.25_-65.04,22588,13372,0.59199575,0.273390036,4.701691753
735,01-05-02_43.25_-65.04_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/05/2002,2001,5,2,D,1112,WSS,-65.04,43.25,45,70,164.6,Basins_100-325m,Cfin,CV,76.92,1923,01-05-02_43.25_-65.04,22588,15295,0.677129449,0.42527339,4.355682659
736,01-05-02_43.25_-65.04_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/05/2002,2001,5,2,D,1112,WSS,-65.04,43.25,70,95,164.6,Basins_100-325m,Cfin,CV,50.8,1270,01-05-02_43.25_-65.04,22588,16565,0.733353993,0.577156744,3.947390149
737,01-05-02_43.25_-65.04_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/05/2002,2001,5,2,D,1112,WSS,-65.04,43.25,95,110,164.6,Basins_100-325m,Cfin,CV,49.13333333,737,01-05-02_43.25_-65.04,22588,17302,0.765981937,0.668286756,3.914686123
738,01-05-02_43.25_-65.04_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/05/2002,2001,5,2,D,1112,WSS,-65.04,43.25,110,125,164.6,Basins_100-325m,Cfin,CV,93.4,1401,01-05-02_43.25_-65.04,22588,18703,0.828006021,0.759416768,4.547541073
739,01-05-02_43.25_-65.04_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/05/2002,2001,5,2,D,1112,WSS,-65.04,43.25,125,140,164.6,Basins_100-325m,Cfin,CV,178.6,2679,01-05-02_43.25_-65.04,22588,21382,0.946608819,0.85054678,5.190732156
740,01-05-02_43.25_-65.04_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/05/2002,2001,5,2,D,1112,WSS,-65.04,43.25,140,155,164.6,Basins_100-325m,Cfin,CV,80.4,1206,01-05-02_43.25_-65.04,22588,22588,1,0.941676792,4.399375273
741,01-05-09_43.87_-62.87_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,01/05/2009,2001,5,9,N,16,WSS,-62.87,43.87,1,25,260.8,Basins_100-325m,Cfin,CV,308.5416667,7405,01-05-09_43.87_-62.87,38344,7405,0.193120175,0.095858896,5.735092709
742,01-05-09_43.87_-62.87_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,01/05/2009,2001,5,9,N,16,WSS,-62.87,43.87,25,50,260.8,Basins_100-325m,Cfin,CV,344,8600,01-05-09_43.87_-62.87,38344,16005,0.417405591,0.191717791,5.843544417
743,01-05-09_43.87_-62.87_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,01/05/2009,2001,5,9,N,16,WSS,-62.87,43.87,50,75,260.8,Basins_100-325m,Cfin,CV,40.64,1016,01-05-09_43.87_-62.87,38344,17021,0.443902566,0.287576687,3.729061244
744,01-05-09_43.87_-62.87_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,01/05/2009,2001,5,9,N,16,WSS,-62.87,43.87,75,100,260.8,Basins_100-325m,Cfin,CV,48.72,1218,01-05-09_43.87_-62.87,38344,18239,0.47566764,0.383435583,3.906407267
745,01-05-09_43.87_-62.87_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,01/05/2009,2001,5,9,N,16,WSS,-62.87,43.87,100,145,260.8,Basins_100-325m,Cfin,CV,52.08888889,2344,01-05-09_43.87_-62.87,38344,20583,0.536798456,0.555981595,3.971967658
746,01-05-09_43.87_-62.87_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,01/05/2009,2001,5,9,N,16,WSS,-62.87,43.87,145,190,260.8,Basins_100-325m,Cfin,CV,108.8888889,4900,01-05-09_43.87_-62.87,38344,25483,0.664588984,0.728527607,4.699469754
747,01-05-09_43.87_-62.87_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,01/05/2009,2001,5,9,N,16,WSS,-62.87,43.87,190,215,260.8,Basins_100-325m,Cfin,CV,239.08,5977,01-05-09_43.87_-62.87,38344,31460,0.820467348,0.824386503,5.480972201
748,01-05-09_43.87_-62.87_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,01/05/2009,2001,5,9,N,16,WSS,-62.87,43.87,215,240,260.8,Basins_100-325m,Cfin,CV,198.84,4971,01-05-09_43.87_-62.87,38344,36431,0.950109535,0.920245399,5.297517046
749,01-05-09_43.87_-62.87_Cfin_CV,SS_CALSPP,HL3,BIONESS 0.5m,01/05/2009,2001,5,9,N,16,WSS,-62.87,43.87,240,260,260.8,Basins_100-325m,Cfin,CV,95.65,1913,01-05-09_43.87_-62.87,38344,38344,1,0.996932515,4.571096206
750,01-05-10_44.03_-59.02_Cfin_CV,SS_CALSPP,GUL2,BIONESS 0.5m,01/05/2010,2001,5,10,N,120,ESS,-59.02,44.03,0,50,1066.4,Oceanic_>750m,Cfin,CV,130.38,6519,01-05-10_44.03_-59.02,11312,6519,0.576290665,0.046886722,4.878093887
751,01-05-10_44.03_-59.02_Cfin_CV,SS_CALSPP,GUL2,BIONESS 0.5m,01/05/2010,2001,5,10,N,120,ESS,-59.02,44.03,50,125,1066.4,Oceanic_>750m,Cfin,CV,18.04,1353,01-05-10_44.03_-59.02,11312,7872,0.695898161,0.117216804,2.946542029
752,01-05-10_44.03_-59.02_Cfin_CV,SS_CALSPP,GUL2,BIONESS 0.5m,01/05/2010,2001,5,10,N,120,ESS,-59.02,44.03,125,200,1066.4,Oceanic_>750m,Cfin,CV,31.8,2385,01-05-10_44.03_-59.02,11312,10257,0.906736209,0.187546887,3.490428515
753,01-05-10_44.03_-59.02_Cfin_CV,SS_CALSPP,GUL2,BIONESS 0.5m,01/05/2010,2001,5,10,N,120,ESS,-59.02,44.03,200,275,1066.4,Oceanic_>750m,Cfin,CV,5.226666667,392,01-05-10_44.03_-59.02,11312,10649,0.941389675,0.257876969,1.828841144
754,01-05-10_44.03_-59.02_Cfin_CV,SS_CALSPP,GUL2,BIONESS 0.5m,01/05/2010,2001,5,10,N,120,ESS,-59.02,44.03,275,350,1066.4,Oceanic_>750m,Cfin,CV,3.64,273,01-05-10_44.03_-59.02,11312,10922,0.965523338,0.328207052,1.534714366
755,01-05-10_44.03_-59.02_Cfin_CV,SS_CALSPP,GUL2,BIONESS 0.5m,01/05/2010,2001,5,10,N,120,ESS,-59.02,44.03,350,425,1066.4,Oceanic_>750m,Cfin,CV,0.506666667,38,01-05-10_44.03_-59.02,11312,10960,0.968882603,0.398537134,0.409899705
756,01-05-10_44.03_-59.02_Cfin_CV,SS_CALSPP,GUL2,BIONESS 0.5m,01/05/2010,2001,5,10,N,120,ESS,-59.02,44.03,425,475,1066.4,Oceanic_>750m,Cfin,CV,0.8,40,01-05-10_44.03_-59.02,11312,11000,0.97241867,0.445423856,0.587786665
757,01-05-10_44.03_-59.02_Cfin_CV,SS_CALSPP,GUL2,BIONESS 0.5m,01/05/2010,2001,5,10,N,120,ESS,-59.02,44.03,475,520,1066.4,Oceanic_>750m,Cfin,CV,4.177777778,188,01-05-10_44.03_-59.02,11312,11188,0.98903819,0.487621905,1.644375964
758,01-05-10_44.03_-59.02_Cfin_CV,SS_CALSPP,GUL2,BIONESS 0.5m,01/05/2010,2001,5,10,N,120,ESS,-59.02,44.03,520,575,1066.4,Oceanic_>750m,Cfin,CV,2.254545455,124,01-05-10_44.03_-59.02,11312,11312,1,0.539197299,1.180052621
759,01-10-26_43.25_-65.05_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/10/2026,2001,10,26,D,1653,WSS,-65.05,43.25,0,20,164.5,Basins_100-325m,Cfin,CV,124.25,2485,01-10-26_43.25_-65.05,31700,2485,0.078391167,0.121580547,4.83031174
760,01-10-26_43.25_-65.05_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/10/2026,2001,10,26,D,1653,WSS,-65.05,43.25,20,40,164.5,Basins_100-325m,Cfin,CV,15.35,307,01-10-26_43.25_-65.05,31700,2792,0.08807571,0.243161094,2.794227897
761,01-10-26_43.25_-65.05_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/10/2026,2001,10,26,D,1653,WSS,-65.05,43.25,40,60,164.5,Basins_100-325m,Cfin,CV,101,2020,01-10-26_43.25_-65.05,31700,4812,0.151798107,0.364741641,4.624972813
762,01-10-26_43.25_-65.05_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/10/2026,2001,10,26,D,1653,WSS,-65.05,43.25,60,80,164.5,Basins_100-325m,Cfin,CV,149.45,2989,01-10-26_43.25_-65.05,31700,7801,0.246088328,0.486322188,5.013630803
763,01-10-26_43.25_-65.05_Cfin_CV,SS_CALSPP,RL1,BIONESS 0.5m,01/10/2026,2001,10,26,D,1653,WSS,-65.05,43.25,80,100,164.5,Basins_100-325m,Cfin,CV,171.3,3426,01-10-26_43.25_-65.05,31700,11227,0.354164038,0.607902736,5.149237144
